Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;XRRigPosition;CameraGlobalPosition;CameraForward;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability;GazeHitObject;GazeHitPosition
5876099;1000114274728988655;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.032, 0.034, 0.999);(0.000, 0.000, 0.000);VALID;(0.041, 0.032, 0.999);(-0.034, 0.000, 0.000);0.0518101;VALID;(0.024, 0.037, 0.999);(0.034, 0.000, 0.000);0.05618574;2;0.580858;None;(0.000, 0.000, 0.000)
5876100;1000114274733990262;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.031, 0.034, 0.999);(0.000, 0.000, 0.000);VALID;(0.040, 0.032, 0.999);(-0.034, 0.000, 0.000);0.05180249;VALID;(0.023, 0.037, 0.999);(0.034, 0.000, 0.000);0.05611104;2;0.5932887;None;(0.000, 0.000, 0.000)
5876101;1000114274738991864;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.031, 0.034, 0.999);(0.000, 0.000, 0.000);VALID;(0.040, 0.032, 0.999);(-0.034, 0.000, 0.000);0.05181897;VALID;(0.022, 0.037, 0.999);(0.034, 0.000, 0.000);0.05609792;2;0.60399;None;(0.000, 0.000, 0.000)
5876102;1000114274743993460;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.030, 0.034, 0.999);(0.000, 0.000, 0.000);VALID;(0.039, 0.032, 0.999);(-0.034, 0.000, 0.000);0.05182136;VALID;(0.020, 0.037, 0.999);(0.034, 0.000, 0.000);0.05621079;2;0.6289218;None;(0.000, 0.000, 0.000)
5876103;1000114274748995051;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.029, 0.034, 0.999);(0.000, 0.000, 0.000);VALID;(0.039, 0.032, 0.999);(-0.034, 0.000, 0.000);0.05184859;VALID;(0.020, 0.037, 0.999);(0.034, 0.000, 0.000);0.05615894;2;0.6069735;None;(0.000, 0.000, 0.000)
5876104;1000114274753996638;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.029, 0.034, 0.999);(0.000, 0.000, 0.000);VALID;(0.038, 0.031, 0.999);(-0.034, 0.000, 0.000);0.0518949;VALID;(0.019, 0.037, 0.999);(0.034, 0.000, 0.000);0.05613748;2;0.6345718;None;(0.000, 0.000, 0.000)
5876105;1000114274759001626;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.028, 0.034, 0.999);(0.000, 0.000, 0.000);VALID;(0.038, 0.031, 0.999);(-0.034, 0.000, 0.000);0.05190995;VALID;(0.018, 0.037, 0.999);(0.034, 0.000, 0.000);0.05623522;2;0.6352554;None;(0.000, 0.000, 0.000)
5876106;1000114274764003110;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.028, 0.034, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.031, 0.999);(-0.034, 0.000, 0.000);0.05195038;VALID;(0.018, 0.037, 0.999);(0.034, 0.000, 0.000);0.05628844;2;0.7491149;None;(0.000, 0.000, 0.000)
5876107;1000114274769004590;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.027, 0.034, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.031, 0.999);(-0.034, 0.000, 0.000);0.05201143;VALID;(0.017, 0.037, 0.999);(0.034, 0.000, 0.000);0.05695916;2;0.8471931;None;(0.000, 0.000, 0.000)
5876108;1000114274774006064;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.026, 0.034, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.031, 0.999);(-0.034, 0.000, 0.000);0.0520413;VALID;(0.017, 0.037, 0.999);(0.034, 0.000, 0.000);0.05688489;2;0.8807318;None;(0.000, 0.000, 0.000)
5876109;1000114274779007536;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.026, 0.034, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.031, 0.999);(-0.034, 0.000, 0.000);0.05213808;VALID;(0.016, 0.037, 0.999);(0.034, 0.000, 0.000);0.05680975;2;0.8820345;None;(0.000, 0.000, 0.000)
5876110;1000114274784009002;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.026, 0.034, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.031, 0.999);(-0.034, 0.000, 0.000);0.05218875;VALID;(0.016, 0.037, 0.999);(0.034, 0.000, 0.000);0.05706548;2;0.9089656;None;(0.000, 0.000, 0.000)
5876111;1000114274789010464;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.026, 0.034, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.030, 0.999);(-0.034, 0.000, 0.000);0.05223744;VALID;(0.016, 0.037, 0.999);(0.034, 0.000, 0.000);0.05625376;2;0.8653656;None;(0.000, 0.000, 0.000)
5876112;1000114274794011921;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.026, 0.033, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.030, 0.999);(-0.034, 0.000, 0.000);0.05230401;VALID;(0.016, 0.036, 0.999);(0.034, 0.000, 0.000);0.05655869;2;0.8566764;None;(0.000, 0.000, 0.000)
5876113;1000114274799013373;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.026, 0.033, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.030, 0.999);(-0.034, 0.000, 0.000);0.05234865;VALID;(0.016, 0.036, 0.999);(0.034, 0.000, 0.000);0.05660677;2;0.8340592;None;(0.000, 0.000, 0.000)
5876114;1000114274804014926;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.025, 0.033, 0.999);(0.000, 0.000, 0.000);VALID;(0.034, 0.030, 0.999);(-0.034, 0.000, 0.000);0.05246321;VALID;(0.016, 0.036, 0.999);(0.034, 0.000, 0.000);0.05698045;2;0.9126369;None;(0.000, 0.000, 0.000)
5876115;1000114274809016500;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.025, 0.033, 0.999);(0.000, 0.000, 0.000);VALID;(0.034, 0.029, 0.999);(-0.034, 0.000, 0.000);0.05250348;VALID;(0.016, 0.036, 0.999);(0.034, 0.000, 0.000);0.05698992;2;0.9392651;None;(0.000, 0.000, 0.000)
5876116;1000114274814018069;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.025, 0.032, 0.999);(0.000, 0.000, 0.000);VALID;(0.034, 0.029, 0.999);(-0.034, 0.000, 0.000);0.05247048;VALID;(0.016, 0.036, 0.999);(0.034, 0.000, 0.000);0.05631923;2;0.8904215;None;(0.000, 0.000, 0.000)
5876117;1000114274819019633;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.025, 0.032, 0.999);(0.000, 0.000, 0.000);VALID;(0.033, 0.029, 0.999);(-0.034, 0.000, 0.000);0.05261802;VALID;(0.016, 0.035, 0.999);(0.034, 0.000, 0.000);0.05657896;2;0.8850688;None;(0.000, 0.000, 0.000)
5876118;1000114274824021192;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.025, 0.032, 0.999);(0.000, 0.000, 0.000);VALID;(0.033, 0.028, 0.999);(-0.034, 0.000, 0.000);0.05275447;VALID;(0.016, 0.035, 0.999);(0.034, 0.000, 0.000);0.05662495;2;0.8913708;None;(0.000, 0.000, 0.000)
5876119;1000114274829022745;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.024, 0.031, 0.999);(0.000, 0.000, 0.000);VALID;(0.033, 0.028, 0.999);(-0.034, 0.000, 0.000);0.05294127;VALID;(0.016, 0.035, 0.999);(0.034, 0.000, 0.000);0.05702239;2;0.8645004;None;(0.000, 0.000, 0.000)
5876120;1000114274834024293;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.024, 0.031, 0.999);(0.000, 0.000, 0.000);VALID;(0.032, 0.028, 0.999);(-0.034, 0.000, 0.000);0.05306844;VALID;(0.016, 0.034, 0.999);(0.034, 0.000, 0.000);0.05702545;2;0.8593224;None;(0.000, 0.000, 0.000)
5876121;1000114274839029296;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.024, 0.031, 0.999);(0.000, 0.000, 0.000);VALID;(0.031, 0.027, 0.999);(-0.034, 0.000, 0.000);0.05322706;VALID;(0.016, 0.034, 0.999);(0.034, 0.000, 0.000);0.05710508;2;0.8511847;None;(0.000, 0.000, 0.000)
5876122;1000114274844034255;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.023, 0.030, 0.999);(0.000, 0.000, 0.000);VALID;(0.031, 0.027, 0.999);(-0.034, 0.000, 0.000);0.05337425;VALID;(0.016, 0.034, 0.999);(0.034, 0.000, 0.000);0.05713906;2;0.8645056;None;(0.000, 0.000, 0.000)
5876123;1000114274849035709;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.023, 0.030, 0.999);(0.000, 0.000, 0.000);VALID;(0.030, 0.027, 0.999);(-0.034, 0.000, 0.000);0.05347455;VALID;(0.015, 0.034, 0.999);(0.034, 0.000, 0.000);0.05748722;2;0.8032756;None;(0.000, 0.000, 0.000)
5876124;1000114274854037185;63789618981319;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.022, 0.030, 0.999);(0.000, 0.000, 0.000);VALID;(0.030, 0.027, 0.999);(-0.034, 0.000, 0.000);0.05353065;VALID;(0.014, 0.033, 0.999);(0.034, 0.000, 0.000);0.05749839;2;0.772958;None;(0.000, 0.000, 0.000)
5876125;1000114274859038656;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.022, 0.030, 0.999);(0.000, 0.000, 0.000);VALID;(0.030, 0.027, 0.999);(-0.034, 0.000, 0.000);0.05362767;VALID;(0.015, 0.033, 0.999);(0.034, 0.000, 0.000);0.05722604;2;0.7272703;None;(0.000, 0.000, 0.000)
5876126;1000114274864040124;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.022, 0.029, 0.999);(0.000, 0.000, 0.000);VALID;(0.029, 0.026, 0.999);(-0.034, 0.000, 0.000);0.05373998;VALID;(0.014, 0.033, 0.999);(0.034, 0.000, 0.000);0.05723136;2;0.7459051;None;(0.000, 0.000, 0.000)
5876127;1000114274869041587;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.022, 0.029, 0.999);(0.000, 0.000, 0.000);VALID;(0.029, 0.026, 0.999);(-0.034, 0.000, 0.000);0.05383709;VALID;(0.014, 0.032, 0.999);(0.034, 0.000, 0.000);0.05737003;2;0.7250265;None;(0.000, 0.000, 0.000)
5876128;1000114274874043045;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.021, 0.029, 0.999);(0.000, 0.000, 0.000);VALID;(0.028, 0.026, 0.999);(-0.034, 0.000, 0.000);0.05391837;VALID;(0.014, 0.032, 0.999);(0.034, 0.000, 0.000);0.05734899;2;0.7407985;None;(0.000, 0.000, 0.000)
5876129;1000114274879044499;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.021, 0.028, 0.999);(0.000, 0.000, 0.000);VALID;(0.027, 0.025, 0.999);(-0.034, 0.000, 0.000);0.05400346;VALID;(0.014, 0.032, 0.999);(0.034, 0.000, 0.000);0.05744724;2;0.7388186;None;(0.000, 0.000, 0.000)
5876130;1000114274884045948;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.021, 0.028, 0.999);(0.000, 0.000, 0.000);VALID;(0.027, 0.025, 0.999);(-0.034, 0.000, 0.000);0.05412082;VALID;(0.014, 0.031, 0.999);(0.034, 0.000, 0.000);0.05761526;2;0.7902112;None;(0.000, 0.000, 0.000)
5876131;1000114274889047473;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.020, 0.028, 0.999);(0.000, 0.000, 0.000);VALID;(0.026, 0.025, 0.999);(-0.034, 0.000, 0.000);0.05417701;VALID;(0.014, 0.031, 0.999);(0.034, 0.000, 0.000);0.05755231;2;0.797517;None;(0.000, 0.000, 0.000)
5876132;1000114274894048991;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.020, 0.028, 0.999);(0.000, 0.000, 0.000);VALID;(0.026, 0.024, 0.999);(-0.034, 0.000, 0.000);0.05434212;VALID;(0.014, 0.031, 0.999);(0.034, 0.000, 0.000);0.05788276;2;0.8131992;None;(0.000, 0.000, 0.000)
5876133;1000114274899050503;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.020, 0.027, 0.999);(0.000, 0.000, 0.000);VALID;(0.025, 0.024, 0.999);(-0.034, 0.000, 0.000);0.05456587;VALID;(0.014, 0.031, 0.999);(0.034, 0.000, 0.000);0.05789496;2;0.8218394;None;(0.000, 0.000, 0.000)
5876134;1000114274904052008;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.019, 0.027, 0.999);(0.000, 0.000, 0.000);VALID;(0.025, 0.024, 0.999);(-0.034, 0.000, 0.000);0.05464323;VALID;(0.014, 0.030, 0.999);(0.034, 0.000, 0.000);0.05794552;2;0.813542;None;(0.000, 0.000, 0.000)
5876135;1000114274909053508;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.019, 0.027, 0.999);(0.000, 0.000, 0.000);VALID;(0.024, 0.024, 0.999);(-0.034, 0.000, 0.000);0.05472296;VALID;(0.013, 0.030, 0.999);(0.034, 0.000, 0.000);0.05793903;2;0.853797;None;(0.000, 0.000, 0.000)
5876136;1000114274914055003;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.019, 0.027, 0.999);(0.000, 0.000, 0.000);VALID;(0.024, 0.024, 0.999);(-0.034, 0.000, 0.000);0.05481987;VALID;(0.013, 0.030, 0.999);(0.034, 0.000, 0.000);0.05807332;2;0.8747114;None;(0.000, 0.000, 0.000)
5876137;1000114274919056493;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.018, 0.027, 0.999);(0.000, 0.000, 0.000);VALID;(0.024, 0.023, 0.999);(-0.034, 0.000, 0.000);0.05490048;VALID;(0.013, 0.030, 0.999);(0.034, 0.000, 0.000);0.05809178;2;0.8696884;None;(0.000, 0.000, 0.000)
5876138;1000114274924061438;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.018, 0.026, 0.999);(0.000, 0.000, 0.000);VALID;(0.023, 0.023, 0.999);(-0.034, 0.000, 0.000);0.05510965;VALID;(0.013, 0.030, 0.999);(0.034, 0.000, 0.000);0.05810189;2;0.8985245;None;(0.000, 0.000, 0.000)
5876139;1000114274929066339;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.018, 0.026, 0.999);(0.000, 0.000, 0.000);VALID;(0.023, 0.023, 0.999);(-0.034, 0.000, 0.000);0.05527692;VALID;(0.012, 0.030, 0.999);(0.034, 0.000, 0.000);0.05864786;2;0.8788164;None;(0.000, 0.000, 0.000)
5876140;1000114274934067789;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.017, 0.026, 1.000);(0.000, 0.000, 0.000);VALID;(0.023, 0.023, 0.999);(-0.034, 0.000, 0.000);0.05538529;VALID;(0.012, 0.030, 0.999);(0.034, 0.000, 0.000);0.05887379;2;0.8762526;None;(0.000, 0.000, 0.000)
5876141;1000114274939069235;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.017, 0.026, 1.000);(0.000, 0.000, 0.000);VALID;(0.023, 0.023, 0.999);(-0.034, 0.000, 0.000);0.05548086;VALID;(0.012, 0.029, 0.999);(0.034, 0.000, 0.000);0.05867938;2;0.8496346;None;(0.000, 0.000, 0.000)
5876142;1000114274944070703;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.017, 0.026, 1.000);(0.000, 0.000, 0.000);VALID;(0.023, 0.023, 0.999);(-0.034, 0.000, 0.000);0.0555862;VALID;(0.012, 0.029, 0.999);(0.034, 0.000, 0.000);0.05865769;2;0.9147196;None;(0.000, 0.000, 0.000)
5876143;1000114274949072165;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.017, 0.026, 1.000);(0.000, 0.000, 0.000);VALID;(0.022, 0.022, 0.999);(-0.034, 0.000, 0.000);0.05563116;VALID;(0.012, 0.029, 1.000);(0.034, 0.000, 0.000);0.05868488;2;0.9311288;None;(0.000, 0.000, 0.000)
5876144;1000114274954073622;63789618981320;(-0.885, 1.638, 2.874);(-0.009, 0.999, -0.032, -0.002);(0.000, 0.000, 0.000);(-0.885, 1.638, 2.874);(-0.004, -0.064, -0.998);VALID;(0.017, 0.026, 1.000);(0.000, 0.000, 0.000);VALID;(0.022, 0.022, 1.000);(-0.034, 0.000, 0.000);0.05571292;VALID;(0.012, 0.029, 1.000);(0.034, 0.000, 0.000);0.05948238;2;0.938034;None;(0.000, 0.000, 0.000)
